data_pedido,data_envio,modo_envio,nome_cliente,segmento_cliente,cidade,estado,regiao,departamento,tipo_produto,vendas,quantidade,desconto,lucro
2016-12-09,2016-12-14,Entrega padrão,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,35.25,2,0.2,12.34
2016-12-09,2016-12-14,Entrega padrão,Otávio da Paz,B2C,Juiz de Fora,Minas Gerais,Sudeste,Jardinagem e paisagismo,vasos,132.84,3,0.2,9.96
2018-04-09,2018-04-15,Entrega padrão,Maria Clara Martins,B2B,Maringá,Paraná,Sul,Jardinagem e paisagismo,fertilizantes,30.16,1,0.2,10.93
2018-04-09,2018-04-15,Entrega padrão,Maria Clara Martins,B2B,Maringá,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,411.75,6,0.7,-343.13
2019-11-07,2019-11-12,Entrega padrão,Enrique Santos,B2C,Brasília,Distrito Federal,Centro-Oeste,Materiais de construção,ferramentas,433.06,2,0.3,-105.17
2019-11-07,2019-11-12,Entrega padrão,Enrique Santos,B2C,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,pesticidas,163.04,3,0.2,55.02
2017-12-06,2017-12-10,Entrega padrão,Pietro da Costa,B2B,Recife,Pernambuco,Nordeste,Materiais de construção,iluminação,151.16,2,0.0,49.88
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,mudas,53.72,4,0.0,17.19
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Automotivo,equipamentos de limpeza,1580.9,3,0.0,711.4
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Materiais de construção,iluminação,618.66,2,0.0,68.05
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,sementes,42.13,3,0.0,19.38
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,285.91,3,0.0,142.95
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,decoração de jardim,269.82,4,0.0,110.63
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,521.42,9,0.0,239.86
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,148.51,6,0.0,72.77
2017-07-10,2017-07-15,Entrega padrão,Isaac da Conceição,B2C,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,vasos,333.91,7,0.0,96.84
2018-12-14,2018-12-20,Entrega padrão,Miguel Moura,B2C,Cotia,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,33.46,3,0.0,11.04
2019-06-03,2019-06-06,Econômica,Amanda Vieira,B2C,Diadema,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,86.17,6,0.2,26.93
2019-06-03,2019-06-06,Econômica,Amanda Vieira,B2C,Diadema,São Paulo,Sudeste,Jardinagem e paisagismo,fertilizantes,149.33,5,0.2,54.13
2017-10-31,2017-11-03,Econômica,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sudeste,Automotivo,equipamentos de limpeza,203.98,2,0.7,-156.38
2017-10-31,2017-11-03,Econômica,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sudeste,Automotivo,peças de reposição,1495.97,1,0.2,560.99
2017-10-31,2017-11-03,Econômica,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sudeste,Automotivo,pneus,299.06,5,0.2,104.67
2017-10-31,2017-11-03,Econômica,Maria Luiza Fernandes,B2B,Contagem,Minas Gerais,Sudeste,Materiais de construção,iluminação,52.66,4,0.2,12.51
2018-10-16,2018-10-21,Entrega padrão,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,792.06,7,0.0,396.03
2018-10-16,2018-10-21,Entrega padrão,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,fertilizantes,226.24,6,0.0,110.86
2018-10-16,2018-10-21,Entrega padrão,Lavínia Moreira,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,mobiliário de exterior,147.08,3,0.0,48.54
2017-11-20,2017-11-22,Econômica,Otávio da Costa,B2B,Fortaleza,Ceará,Nordeste,Materiais de construção,iluminação,482.66,2,0.0,77.23
2016-09-14,2016-09-18,Entrega padrão,Kaique Aragão,B2B,Hortolândia,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,269.96,5,0.2,20.25
2019-11-14,2019-11-19,Econômica,Ana Sophia Teixeira,B2B,Macaé,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,557.46,4,0.0,239.71
2019-12-25,2019-12-30,Entrega padrão,Leonardo Pires,B2B,São José dos Campos,São Paulo,Sudeste,Materiais de construção,iluminação,128.96,1,0.0,23.21
2018-01-10,2018-01-14,Econômica,Manuela Fernandes,B2B,Belford Roxo,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,51.57,2,0.2,12.89
2017-06-14,2017-06-20,Entrega padrão,Camila Souza,B2B,Florianópolis,Santa Catarina,Sul,Jardinagem e paisagismo,decoração de jardim,84.25,6,0.0,23.59
2017-06-14,2017-06-20,Entrega padrão,Camila Souza,B2B,Florianópolis,Santa Catarina,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,65.08,3,0.0,29.93
2017-06-14,2017-06-20,Entrega padrão,Camila Souza,B2B,Florianópolis,Santa Catarina,Sul,Automotivo,peças de reposição,3059.9,3,0.0,1070.96
2017-06-14,2017-06-20,Entrega padrão,Camila Souza,B2B,Florianópolis,Santa Catarina,Sul,Jardinagem e paisagismo,pesticidas,110.16,5,0.0,52.88
2019-03-19,2019-03-23,Entrega padrão,Bernardo das Neves,B2C,Belém,Pará,Norte,Jardinagem e paisagismo,decoração de jardim,81.03,3,0.2,22.28
2019-10-16,2019-10-18,Envio rápido,Pietra Jesus,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,materiais de revestimento,1734.82,3,0.2,21.69
2019-10-16,2019-10-18,Envio rápido,Pietra Jesus,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,696.83,5,0.0,341.45
2019-04-22,2019-04-25,Envio rápido,Sofia da Cunha,B2C,Fortaleza,Ceará,Nordeste,Automotivo,ferramentas automotivas,39.24,1,0.0,11.77
2019-04-22,2019-04-25,Envio rápido,Sofia da Cunha,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,iluminação,552.84,3,0.0,116.1
2019-05-30,2019-06-03,Entrega padrão,Otávio da Cruz,B2B,Santos,São Paulo,Sudeste,Jardinagem e paisagismo,mudas,80.07,5,0.0,4.0
2018-09-20,2018-09-24,Entrega padrão,Emilly Peixoto,B2C,Curitiba,Paraná,Sul,Jardinagem e paisagismo,materiais de paisagismo,17.14,2,0.0,0.51
2018-09-20,2018-09-24,Entrega padrão,Emilly Peixoto,B2C,Curitiba,Paraná,Sul,Automotivo,ferramentas automotivas,849.83,5,0.0,365.43
2018-09-18,2018-09-24,Entrega padrão,Vitor Hugo Dias,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,decoração de jardim,113.56,5,0.0,42.02
2018-12-21,2018-12-25,Entrega padrão,Ana Luiza da Luz,B2B,São Gonçalo,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,64.33,4,0.0,25.09
2018-12-21,2018-12-25,Entrega padrão,Ana Luiza da Luz,B2B,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,52.43,2,0.0,23.59
2019-11-23,2019-11-27,Entrega padrão,Joaquim Aragão,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,121.42,8,0.2,7.59
2016-12-31,2017-01-05,Entrega padrão,Manuela Fernandes,B2B,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,1876.75,5,0.7,-1563.96
2019-04-04,2019-04-06,Envio rápido,Vitor Gabriel Fernandes,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,decoração de jardim,23.99,3,0.2,7.5
2018-12-27,2019-01-03,Entrega padrão,Enrico Teixeira,B2B,Contagem,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,63.65,2,0.2,11.93
2018-06-06,2018-06-12,Entrega padrão,Breno Lopes,B2C,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1225.29,2,0.0,318.58
2018-06-06,2018-06-12,Entrega padrão,Breno Lopes,B2C,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,37.94,2,0.0,9.49
2018-06-06,2018-06-12,Entrega padrão,Breno Lopes,B2C,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,50.8,3,0.0,23.37
2017-09-19,2017-09-24,Entrega padrão,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,vasos,142.66,2,0.0,27.11
2017-09-19,2017-09-24,Entrega padrão,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,vasos,2165.32,7,0.0,0.0
2017-09-19,2017-09-24,Entrega padrão,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Automotivo,pneus,1699.97,1,0.0,441.99
2017-09-19,2017-09-24,Entrega padrão,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Automotivo,pneus,4283.76,7,0.0,1113.78
2017-09-19,2017-09-24,Entrega padrão,Felipe Rocha,B2B,Boa Vista,Roraima,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,221.27,4,0.0,108.42
2019-03-07,2019-03-12,Econômica,Cauê Pinto,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,89.69,1,0.0,41.26
2019-03-07,2019-03-12,Econômica,Cauê Pinto,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,244.7,3,0.0,56.28
2018-03-18,2018-03-18,24 horas,Melissa Melo,B2C,Campinas,São Paulo,Sudeste,Automotivo,pneus,441.93,2,0.0,212.13
2018-03-18,2018-03-18,24 horas,Melissa Melo,B2C,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,110.64,2,0.0,54.21
2018-12-10,2018-12-14,Entrega padrão,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Automotivo,pneus,37.06,1,0.0,10.38
2018-12-10,2018-12-14,Entrega padrão,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,203.93,2,0.0,85.65
2018-12-10,2018-12-14,Entrega padrão,Fernando da Conceição,B2C,São Gonçalo,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,210.56,1,0.1,79.54
2018-01-16,2018-01-22,Entrega padrão,Melissa Aragão,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,fertilizantes,56.17,4,0.0,25.84
2018-01-16,2018-01-22,Entrega padrão,Melissa Aragão,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,204.41,9,0.0,98.12
2018-01-16,2018-01-22,Entrega padrão,Melissa Aragão,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,168.42,3,0.2,58.95
2018-09-24,2018-09-29,Econômica,Davi Lucca Silveira,B2C,Curitiba,Paraná,Sul,Jardinagem e paisagismo,vasos,402.05,5,0.0,116.59
2018-09-24,2018-09-29,Econômica,Davi Lucca Silveira,B2C,Curitiba,Paraná,Sul,Materiais de construção,ferramentas,1254.5,3,0.0,275.99
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Materiais de construção,iluminação,674.76,2,0.0,337.38
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,1094.53,4,0.0,328.36
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Automotivo,peças de reposição,2991.95,2,0.2,1121.98
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,96.56,5,0.0,28.0
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Materiais de construção,ferramentas,782.95,3,0.2,78.3
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,395.35,3,0.0,193.72
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,2861.33,2,0.2,1001.47
2019-08-28,2019-08-30,Econômica,Luiz Fernando Freitas,B2B,Governador Valadares,Minas Gerais,Sudeste,Jardinagem e paisagismo,vasos,1206.66,5,0.0,60.33
2018-03-01,2018-03-05,Entrega padrão,João Guilherme da Conceição,B2C,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,377.75,7,0.2,28.33
2017-09-19,2017-09-24,Entrega padrão,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,39.71,2,0.0,18.66
2017-09-19,2017-09-24,Entrega padrão,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,57.46,2,0.0,17.24
2017-09-19,2017-09-24,Entrega padrão,Carolina Teixeira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,iluminação,82.96,2,0.0,34.84
2019-05-13,2019-05-18,Entrega padrão,Isabel Moura,B2C,Franca,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,297.84,5,0.0,142.96
2019-02-26,2019-03-03,Entrega padrão,Srta. Caroline Farias,B2C,Manaus,Amazonas,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,6.08,3,0.8,-10.33
2018-03-22,2018-03-26,Entrega padrão,Alexandre Farias,B2B,Belo Horizonte,Minas Gerais,Sudeste,Materiais de construção,materiais de revestimento,337.86,2,0.3,-4.83
2018-03-22,2018-03-26,Entrega padrão,Alexandre Farias,B2B,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,4.57,1,0.2,1.71
2017-12-09,2017-12-11,Econômica,Davi Lucca Costa,B2B,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,pneus,407.86,5,0.2,40.79
2016-12-17,2016-12-21,Econômica,Alice Ribeiro,B2B,Limeira,São Paulo,Sudeste,Materiais de construção,ferramentas,3447.03,9,0.2,344.7
2016-12-17,2016-12-21,Econômica,Alice Ribeiro,B2B,Limeira,São Paulo,Sudeste,Jardinagem e paisagismo,mudas,6.75,2,0.2,2.28
2018-12-18,2018-12-22,Entrega padrão,Benício Araújo,B2C,Salvador,Bahia,Nordeste,Materiais de construção,materiais de revestimento,6811.97,6,0.2,-1106.94
2018-05-13,2018-05-18,Entrega padrão,Marcela Moreira,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,vasos,280.05,2,0.2,-66.51
2016-08-07,2016-08-12,Econômica,Kaique Ferreira,B2C,Maceió,Alagoas,Nordeste,Automotivo,ferramentas automotivas,213.89,3,0.0,77.0
2016-04-12,2016-04-14,Econômica,Heitor da Cruz,B2C,João Pessoa,Paraíba,Nordeste,Jardinagem e paisagismo,mudas,23.5,3,0.2,7.93
2016-04-12,2016-04-14,Econômica,Heitor da Cruz,B2C,João Pessoa,Paraíba,Nordeste,Automotivo,ferramentas automotivas,1305.52,3,0.2,277.42
2016-04-12,2016-04-14,Econômica,Heitor da Cruz,B2C,João Pessoa,Paraíba,Nordeste,Jardinagem e paisagismo,pesticidas,35.25,2,0.2,12.34
2016-04-12,2016-04-14,Econômica,Heitor da Cruz,B2C,João Pessoa,Paraíba,Nordeste,Automotivo,ferramentas automotivas,1142.21,7,0.2,142.78
2019-12-01,2019-12-03,Econômica,Vicente Nogueira,B2B,João Pessoa,Paraíba,Nordeste,Automotivo,pneus,244.72,3,0.2,30.59
2019-02-17,2019-02-21,Entrega padrão,Emanuel Cardoso,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,129.0,2,0.0,61.92
2017-07-10,2017-07-15,Econômica,Fernando Martins,B2C,Brasília,Distrito Federal,Centro-Oeste,Automotivo,pneus,917.94,3,0.4,137.69
2019-11-14,2019-11-17,Econômica,Natália da Costa,B2C,Mogi das Cruzes,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,30.27,3,0.2,11.35
2019-11-14,2019-11-17,Econômica,Natália da Costa,B2C,Mogi das Cruzes,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,2448.22,4,0.2,-214.22
2019-08-01,2019-08-05,Entrega padrão,Maria Clara Martins,B2B,Foz do Iguaçu,Paraná,Sul,Automotivo,ferramentas automotivas,140.84,2,0.2,28.17
2019-12-27,2019-12-31,Entrega padrão,Enzo Peixoto,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,10.65,2,0.7,-8.87
2018-11-01,2018-11-05,Entrega padrão,Breno Farias,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,3690.43,7,0.0,959.51
2018-09-05,2018-09-10,Entrega padrão,Augusto Barbosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,13.3,1,0.2,3.49
2018-09-05,2018-09-10,Entrega padrão,Augusto Barbosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,212.08,3,0.2,23.86
2018-04-18,2018-04-22,Entrega padrão,Maria Alice Mendes,B2B,Santos,São Paulo,Sudeste,Jardinagem e paisagismo,mudas,98.77,5,0.0,30.62
2016-07-06,2016-07-12,Entrega padrão,Alexia Fogaça,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,615.26,6,0.2,230.72
2017-11-28,2017-12-02,Entrega padrão,Samuel Nascimento,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,101.29,3,0.0,42.54
2016-01-28,2016-02-03,Entrega padrão,Caroline Viana,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,vasos,194.58,1,0.0,48.65
2016-01-28,2016-02-03,Entrega padrão,Caroline Viana,B2C,Recife,Pernambuco,Nordeste,Materiais de construção,materiais de revestimento,1132.2,3,0.2,-56.61
2016-01-28,2016-02-03,Entrega padrão,Caroline Viana,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,decoração de jardim,123.9,4,0.0,40.89
2019-09-24,2019-09-27,Envio rápido,Sra. Laura Fogaça,B2C,João Pessoa,Paraíba,Nordeste,Jardinagem e paisagismo,pesticidas,855.58,3,0.2,299.45
2019-11-05,2019-11-06,Envio rápido,Maria Luiza da Cunha,B2B,Rondonópolis,Mato Grosso,Centro-Oeste,Materiais de construção,materiais de revestimento,1780.8,3,0.4,-652.96
2019-11-05,2019-11-06,Envio rápido,Maria Luiza da Cunha,B2B,Rondonópolis,Mato Grosso,Centro-Oeste,Automotivo,pneus,4623.86,5,0.2,404.59
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,decoração de jardim,39.98,5,0.2,4.5
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,17.81,2,0.7,-13.65
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,15.85,3,0.7,-12.68
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,1781.33,5,0.2,-244.93
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Automotivo,pneus,342.69,1,0.2,34.27
2017-11-13,2017-11-20,Entrega padrão,Kamilly Viana,B2B,Angra dos Reis,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,496.86,3,0.2,55.9
2019-03-06,2019-03-06,24 horas,Gabriel da Paz,B2C,Sorocaba,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,85.2,2,0.0,40.05
2017-11-06,2017-11-10,Entrega padrão,Eduarda Azevedo,B2C,Praia Grande,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,67.4,6,0.2,21.91
2017-09-16,2017-09-20,Entrega padrão,Enrico da Luz,B2C,Criciúma,Santa Catarina,Sul,Materiais de construção,materiais de revestimento,2726.66,2,0.0,681.67
2017-09-16,2017-09-20,Entrega padrão,Enrico da Luz,B2C,Criciúma,Santa Catarina,Sul,Automotivo,pneus,203.9,3,0.0,0.0
2017-09-16,2017-09-20,Entrega padrão,Enrico da Luz,B2C,Criciúma,Santa Catarina,Sul,Materiais de construção,ferramentas,3593.32,7,0.0,1042.06
2019-10-10,2019-10-15,Entrega padrão,Luiz Gustavo Silveira,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,43.57,3,0.2,14.71
2019-10-10,2019-10-15,Entrega padrão,Luiz Gustavo Silveira,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,encanamentos,1068.8,3,0.2,-53.44
2019-10-10,2019-10-15,Entrega padrão,Luiz Gustavo Silveira,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,64.53,2,0.0,30.33
2019-10-10,2019-10-15,Entrega padrão,Luiz Gustavo Silveira,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,62.02,6,0.2,20.93
2017-09-15,2017-09-19,Entrega padrão,Davi Luiz da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,3370.08,6,0.0,876.22
2017-09-15,2017-09-19,Entrega padrão,Davi Luiz da Paz,B2C,São Paulo,São Paulo,Sudeste,Automotivo,peças de reposição,2991.95,2,0.2,1121.98
2017-09-15,2017-09-19,Entrega padrão,Davi Luiz da Paz,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,44.06,9,0.2,15.42
2016-10-08,2016-10-13,Entrega padrão,Joaquim Moreira,B2B,Belém,Pará,Norte,Jardinagem e paisagismo,vasos,365.3,10,0.2,36.53
2019-05-08,2019-05-12,Entrega padrão,Bárbara Araújo,B2B,Guarulhos,São Paulo,Sudeste,Materiais de construção,ferramentas,4959.41,5,0.0,1438.23
2019-05-08,2019-05-12,Entrega padrão,Bárbara Araújo,B2B,Guarulhos,São Paulo,Sudeste,Materiais de construção,ferramentas,90.58,1,0.0,25.36
2019-05-08,2019-05-12,Entrega padrão,Bárbara Araújo,B2B,Guarulhos,São Paulo,Sudeste,Materiais de construção,ferramentas,1621.12,2,0.0,405.28
2019-05-08,2019-05-12,Entrega padrão,Bárbara Araújo,B2B,Guarulhos,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,297.31,2,0.1,62.77
2017-11-15,2017-11-20,Entrega padrão,Valentina Gomes,B2C,São José dos Pinhais,Paraná,Sul,Materiais de construção,iluminação,258.88,3,0.0,90.61
2017-11-15,2017-11-20,Entrega padrão,Valentina Gomes,B2C,São José dos Pinhais,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,67.86,2,0.0,31.9
2016-11-25,2016-11-25,24 horas,Ana Lívia Dias,B2B,Curitiba,Paraná,Sul,Automotivo,pneus,3569.9,5,0.4,-713.98
2016-11-25,2016-11-25,24 horas,Ana Lívia Dias,B2B,Curitiba,Paraná,Sul,Materiais de construção,ferramentas,2077.6,3,0.3,-118.72
2016-04-09,2016-04-16,Entrega padrão,Vitor Gabriel Ramos,B2B,Ponta Grossa,Paraná,Sul,Jardinagem e paisagismo,mudas,8.05,2,0.2,2.82
2016-04-09,2016-04-16,Entrega padrão,Vitor Gabriel Ramos,B2B,Ponta Grossa,Paraná,Sul,Jardinagem e paisagismo,pesticidas,64.63,3,0.2,23.43
2016-07-27,2016-08-03,Entrega padrão,Caroline Cavalcanti,B2C,Taboão da Serra,São Paulo,Sudeste,Automotivo,pneus,3100.75,2,0.2,387.59
2016-07-27,2016-08-03,Entrega padrão,Caroline Cavalcanti,B2C,Taboão da Serra,São Paulo,Sudeste,Materiais de construção,ferramentas,2292.8,3,0.2,-372.58
2016-07-27,2016-08-03,Entrega padrão,Caroline Cavalcanti,B2C,Taboão da Serra,São Paulo,Sudeste,Materiais de construção,iluminação,455.63,9,0.0,123.02
2016-07-27,2016-08-03,Entrega padrão,Caroline Cavalcanti,B2C,Taboão da Serra,São Paulo,Sudeste,Automotivo,ferramentas automotivas,581.3,3,0.0,238.33
2016-06-09,2016-06-13,Entrega padrão,Pedro Lucas Campos,B2B,Americana,São Paulo,Sudeste,Materiais de construção,ferramentas,579.2,3,0.2,36.2
2016-10-29,2016-11-01,Envio rápido,Amanda Melo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,24.43,2,0.2,7.63
2016-10-29,2016-11-01,Envio rápido,Amanda Melo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,21.35,2,0.0,0.21
2016-10-29,2016-11-01,Envio rápido,Amanda Melo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,1634.52,2,0.0,49.04
2016-10-29,2016-11-01,Envio rápido,Amanda Melo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,encanamentos,2097.79,6,0.15,-123.4
2016-10-29,2016-11-01,Envio rápido,Amanda Melo,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,480.76,5,0.0,129.81
2019-09-23,2019-09-24,Envio rápido,Renan Santos,B2C,Londrina,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,2352.66,4,0.0,1082.23
2019-09-23,2019-09-24,Envio rápido,Renan Santos,B2C,Londrina,Paraná,Sul,Automotivo,ferramentas automotivas,118.83,5,0.0,52.29
2017-12-05,2017-12-10,Entrega padrão,Melissa Costela,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,pesticidas,292.26,7,0.0,137.36
2017-09-22,2017-09-22,24 horas,Maria Alice Sales,B2B,Praia Grande,São Paulo,Sudeste,Materiais de construção,iluminação,290.02,2,0.0,49.3
2019-11-27,2019-11-30,Envio rápido,Gabrielly Moreira,B2C,Luziânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,114.13,8,0.8,-182.61
2019-06-07,2019-06-11,Entrega padrão,Vitor Gabriel Vieira,B2B,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,16.83,1,0.0,7.41
